vaccination_id,animal_id,vaccine,disease_covered,date_given,next_due_date,batch_number,administered_by,status,schedule
VC0458,DS113,BQ,Black Quarter,2025-12-31,2026-12-31,BQ-2536,Dr. S. Joshi,Completed,Every 12 months
VC0459,DS113,Brucellosis,Brucellosis,2026-07-25,,Brucellosis-2557,Dr. P. Naik,Completed,One-time (calfhood)
VC0460,DS113,LSD,Lumpy Skin Disease,2025-09-29,2026-09-29,LSD-2548,Dr. S. Joshi,Scheduled,Every 12 months
VC0461,DS114,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0462,DS114,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0463,DS114,BQ,Black Quarter,2026-01-07,2027-01-07,BQ-2595,Dr. P. Naik,Completed,Every 12 months
VC0464,DS114,LSD,Lumpy Skin Disease,,,,,Due,
VC0465,DS115,FMD,Foot-and-Mouth Disease,2026-05-14,2026-11-12,FMD-2583,Dr. R. Deshpande,Completed,Every 6 months
VC0466,DS115,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0467,DS115,BQ,Black Quarter,2026-08-21,2027-08-21,BQ-2513,Dr. M. Sawant,Completed,Every 12 months
VC0468,DS115,LSD,Lumpy Skin Disease,2026-04-02,2027-04-02,LSD-2576,Dr. P. Naik,Completed,Every 12 months
VC0469,DS116,FMD,Foot-and-Mouth Disease,2026-08-27,2027-02-25,FMD-2556,Dr. A. Kulkarni,Completed,Every 6 months
VC0470,DS116,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0471,DS116,BQ,Black Quarter,2026-04-23,2027-04-23,BQ-2571,Dr. P. Naik,Completed,Every 12 months
VC0472,DS116,Brucellosis,Brucellosis,2025-09-21,,Brucellosis-2517,Dr. M. Sawant,Completed,One-time (calfhood)
VC0473,DS116,LSD,Lumpy Skin Disease,,,,,Due,
VC0474,DS117,FMD,Foot-and-Mouth Disease,2026-07-07,2027-01-05,FMD-2560,Dr. S. Joshi,Completed,Every 6 months
VC0475,DS117,HS,Haemorrhagic Septicaemia,2026-08-28,2027-08-28,HS-2526,Dr. M. Sawant,Completed,Every 12 months
VC0476,DS117,BQ,Black Quarter,2026-08-28,2027-08-28,BQ-2549,Dr. A. Kulkarni,Completed,Every 12 months
VC0477,DS117,LSD,Lumpy Skin Disease,2026-09-05,2027-09-05,LSD-2533,Dr. V. Thorat,Completed,Every 12 months
VC0478,DS118,FMD,Foot-and-Mouth Disease,2026-04-03,2026-10-02,FMD-2605,Dr. M. Sawant,Scheduled,Every 6 months
VC0479,DS118,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0480,DS118,BQ,Black Quarter,2025-09-28,2026-09-28,BQ-2565,Dr. P. Naik,Scheduled,Every 12 months
VC0481,DS118,LSD,Lumpy Skin Disease,2026-07-14,2027-07-14,LSD-2514,Dr. R. Deshpande,Completed,Every 12 months
VC0482,DS119,FMD,Foot-and-Mouth Disease,2026-04-07,2026-10-06,FMD-2558,Dr. R. Deshpande,Scheduled,Every 6 months
VC0483,DS119,HS,Haemorrhagic Septicaemia,2025-12-30,2026-12-30,HS-2581,Dr. S. Joshi,Completed,Every 12 months
VC0484,DS119,BQ,Black Quarter,2026-07-16,2027-07-16,BQ-2515,Dr. S. Joshi,Completed,Every 12 months
VC0485,DS119,LSD,Lumpy Skin Disease,,,,,Due,
VC0486,DS120,FMD,Foot-and-Mouth Disease,2026-04-04,2026-10-03,FMD-2555,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0487,DS120,HS,Haemorrhagic Septicaemia,2026-02-23,2027-02-23,HS-2590,Dr. R. Deshpande,Completed,Every 12 months
VC0488,DS120,BQ,Black Quarter,2026-01-22,2027-01-22,BQ-2588,Dr. V. Thorat,Completed,Every 12 months
VC0489,DS120,LSD,Lumpy Skin Disease,2026-05-29,2027-05-29,LSD-2524,Dr. S. Joshi,Completed,Every 12 months
VC0490,DS121,FMD,Foot-and-Mouth Disease,2026-03-30,2026-09-28,FMD-2592,Dr. M. Sawant,Scheduled,Every 6 months
VC0491,DS121,HS,Haemorrhagic Septicaemia,2025-10-15,2026-10-15,HS-2515,Dr. S. Joshi,Scheduled,Every 12 months
VC0492,DS121,BQ,Black Quarter,2025-11-17,2026-11-17,BQ-2509,Dr. V. Thorat,Completed,Every 12 months
VC0493,DS121,LSD,Lumpy Skin Disease,2025-12-04,2026-12-04,LSD-2580,Dr. A. Kulkarni,Completed,Every 12 months
VC0494,DS122,FMD,Foot-and-Mouth Disease,2026-06-17,2026-12-16,FMD-2572,Dr. R. Deshpande,Completed,Every 6 months
VC0495,DS122,HS,Haemorrhagic Septicaemia,2026-04-06,2027-04-06,HS-2584,Dr. A. Kulkarni,Completed,Every 12 months
VC0496,DS122,BQ,Black Quarter,,,,,Due,
VC0497,DS122,LSD,Lumpy Skin Disease,2026-03-27,2027-03-27,LSD-2541,Dr. R. Deshpande,Completed,Every 12 months
VC0498,DS123,FMD,Foot-and-Mouth Disease,2026-08-19,2027-02-17,FMD-2554,Dr. V. Thorat,Completed,Every 6 months
VC0499,DS123,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0500,DS123,BQ,Black Quarter,2026-08-14,2027-08-14,BQ-2511,Dr. A. Kulkarni,Completed,Every 12 months
VC0501,DS123,LSD,Lumpy Skin Disease,2026-03-18,2027-03-18,LSD-2573,Dr. M. Sawant,Completed,Every 12 months
VC0502,DS124,FMD,Foot-and-Mouth Disease,2026-04-23,2026-10-22,FMD-2603,Dr. V. Thorat,Completed,Every 6 months
VC0503,DS124,HS,Haemorrhagic Septicaemia,2026-03-30,2027-03-30,HS-2516,Dr. V. Thorat,Completed,Every 12 months
VC0504,DS124,BQ,Black Quarter,2026-03-18,2027-03-18,BQ-2541,Dr. R. Deshpande,Completed,Every 12 months
VC0505,DS124,LSD,Lumpy Skin Disease,2026-06-16,2027-06-16,LSD-2602,Dr. V. Thorat,Completed,Every 12 months
VC0506,DS125,FMD,Foot-and-Mouth Disease,2026-08-16,2027-02-14,FMD-2592,Dr. V. Thorat,Completed,Every 6 months
VC0507,DS125,HS,Haemorrhagic Septicaemia,2026-01-07,2027-01-07,HS-2562,Dr. P. Naik,Completed,Every 12 months
VC0508,DS125,BQ,Black Quarter,,,,,Due,
VC0509,DS125,Brucellosis,Brucellosis,2026-01-09,,Brucellosis-2530,Dr. V. Thorat,Completed,One-time (calfhood)
VC0510,DS125,LSD,Lumpy Skin Disease,2026-08-24,2027-08-24,LSD-2591,Dr. S. Joshi,Completed,Every 12 months
VC0511,DS126,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0512,DS126,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0513,DS126,BQ,Black Quarter,2025-11-24,2026-11-24,BQ-2596,Dr. P. Naik,Completed,Every 12 months
VC0514,DS126,Brucellosis,Brucellosis,2025-10-30,,Brucellosis-2575,Dr. V. Thorat,Completed,One-time (calfhood)
VC0515,DS126,LSD,Lumpy Skin Disease,2026-03-13,2027-03-13,LSD-2558,Dr. S. Joshi,Completed,Every 12 months
VC0516,DS127,FMD,Foot-and-Mouth Disease,2026-08-28,2027-02-26,FMD-2538,Dr. M. Sawant,Completed,Every 6 months
VC0517,DS127,HS,Haemorrhagic Septicaemia,2026-01-27,2027-01-27,HS-2538,Dr. R. Deshpande,Completed,Every 12 months
VC0518,DS127,BQ,Black Quarter,2026-04-01,2027-04-01,BQ-2507,Dr. P. Naik,Completed,Every 12 months
VC0519,DS127,LSD,Lumpy Skin Disease,,,,,Due,
VC0520,DS128,FMD,Foot-and-Mouth Disease,2026-05-24,2026-11-22,FMD-2546,Dr. R. Deshpande,Completed,Every 6 months
VC0521,DS128,HS,Haemorrhagic Septicaemia,2026-04-11,2027-04-11,HS-2525,Dr. P. Naik,Completed,Every 12 months
VC0522,DS128,BQ,Black Quarter,2025-10-28,2026-10-28,BQ-2578,Dr. V. Thorat,Completed,Every 12 months
VC0523,DS128,LSD,Lumpy Skin Disease,2026-05-22,2027-05-22,LSD-2537,Dr. P. Naik,Completed,Every 12 months
VC0524,DS129,FMD,Foot-and-Mouth Disease,2026-06-25,2026-12-24,FMD-2577,Dr. V. Thorat,Completed,Every 6 months
VC0525,DS129,HS,Haemorrhagic Septicaemia,2026-09-04,2027-09-04,HS-2571,Dr. S. Joshi,Completed,Every 12 months
VC0526,DS129,BQ,Black Quarter,2026-07-09,2027-07-09,BQ-2599,Dr. R. Deshpande,Completed,Every 12 months
VC0527,DS129,LSD,Lumpy Skin Disease,2025-09-30,2026-09-30,LSD-2550,Dr. R. Deshpande,Scheduled,Every 12 months
VC0528,DS130,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0529,DS130,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0530,DS130,BQ,Black Quarter,2026-01-22,2027-01-22,BQ-2576,Dr. M. Sawant,Completed,Every 12 months
VC0531,DS130,Brucellosis,Brucellosis,,,,,Due,
VC0532,DS130,LSD,Lumpy Skin Disease,2026-04-26,2027-04-26,LSD-2526,Dr. S. Joshi,Completed,Every 12 months
VC0533,DS131,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0534,DS131,HS,Haemorrhagic Septicaemia,2026-07-28,2027-07-28,HS-2573,Dr. A. Kulkarni,Completed,Every 12 months
VC0535,DS131,BQ,Black Quarter,2026-07-18,2027-07-18,BQ-2553,Dr. P. Naik,Completed,Every 12 months
VC0536,DS131,LSD,Lumpy Skin Disease,2026-07-01,2027-07-01,LSD-2512,Dr. M. Sawant,Completed,Every 12 months
VC0537,DS132,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0538,DS132,HS,Haemorrhagic Septicaemia,2026-04-28,2027-04-28,HS-2519,Dr. P. Naik,Completed,Every 12 months
VC0539,DS132,BQ,Black Quarter,2026-05-22,2027-05-22,BQ-2507,Dr. V. Thorat,Completed,Every 12 months
VC0540,DS132,LSD,Lumpy Skin Disease,2026-06-09,2027-06-09,LSD-2544,Dr. P. Naik,Completed,Every 12 months
VC0541,DS133,FMD,Foot-and-Mouth Disease,2026-03-25,2026-09-23,FMD-2572,Dr. P. Naik,Scheduled,Every 6 months
VC0542,DS133,HS,Haemorrhagic Septicaemia,2026-01-13,2027-01-13,HS-2566,Dr. P. Naik,Completed,Every 12 months
VC0543,DS133,BQ,Black Quarter,2026-03-06,2027-03-06,BQ-2609,Dr. V. Thorat,Completed,Every 12 months
VC0544,DS133,LSD,Lumpy Skin Disease,2025-12-06,2026-12-06,LSD-2550,Dr. R. Deshpande,Completed,Every 12 months
VC0545,DS134,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0546,DS134,HS,Haemorrhagic Septicaemia,2026-07-02,2027-07-02,HS-2516,Dr. S. Joshi,Completed,Every 12 months
VC0547,DS134,BQ,Black Quarter,2026-02-12,2027-02-12,BQ-2580,Dr. S. Joshi,Completed,Every 12 months
VC0548,DS134,LSD,Lumpy Skin Disease,2026-02-25,2027-02-25,LSD-2598,Dr. V. Thorat,Completed,Every 12 months
VC0549,DS135,FMD,Foot-and-Mouth Disease,2026-05-16,2026-11-14,FMD-2526,Dr. P. Naik,Completed,Every 6 months
VC0550,DS135,HS,Haemorrhagic Septicaemia,2026-05-13,2027-05-13,HS-2606,Dr. R. Deshpande,Completed,Every 12 months
VC0551,DS135,BQ,Black Quarter,2026-06-23,2027-06-23,BQ-2590,Dr. V. Thorat,Completed,Every 12 months
VC0552,DS135,Brucellosis,Brucellosis,2025-11-17,,Brucellosis-2598,Dr. A. Kulkarni,Completed,One-time (calfhood)
VC0553,DS135,LSD,Lumpy Skin Disease,2026-05-06,2027-05-06,LSD-2555,Dr. S. Joshi,Completed,Every 12 months
VC0554,DS136,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0555,DS136,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0556,DS136,BQ,Black Quarter,2026-07-09,2027-07-09,BQ-2519,Dr. V. Thorat,Completed,Every 12 months
VC0557,DS136,LSD,Lumpy Skin Disease,,,,,Due,
VC0558,DS137,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0559,DS137,HS,Haemorrhagic Septicaemia,2025-12-18,2026-12-18,HS-2542,Dr. P. Naik,Completed,Every 12 months
VC0560,DS137,BQ,Black Quarter,2026-04-15,2027-04-15,BQ-2580,Dr. A. Kulkarni,Completed,Every 12 months
VC0561,DS137,LSD,Lumpy Skin Disease,,,,,Due,
VC0562,DS138,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0563,DS138,HS,Haemorrhagic Septicaemia,2026-05-08,2027-05-08,HS-2548,Dr. A. Kulkarni,Completed,Every 12 months
VC0564,DS138,BQ,Black Quarter,2026-01-10,2027-01-10,BQ-2608,Dr. M. Sawant,Completed,Every 12 months
VC0565,DS138,LSD,Lumpy Skin Disease,2026-02-14,2027-02-14,LSD-2594,Dr. M. Sawant,Completed,Every 12 months
VC0566,DS139,FMD,Foot-and-Mouth Disease,2026-06-03,2026-12-02,FMD-2559,Dr. P. Naik,Completed,Every 6 months
VC0567,DS139,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0568,DS139,BQ,Black Quarter,2025-10-08,2026-10-08,BQ-2577,Dr. R. Deshpande,Scheduled,Every 12 months
VC0569,DS139,Brucellosis,Brucellosis,2025-08-18,,Brucellosis-2527,Dr. P. Naik,Completed,One-time (calfhood)
VC0570,DS139,LSD,Lumpy Skin Disease,2025-10-10,2026-10-10,LSD-2505,Dr. R. Deshpande,Scheduled,Every 12 months
VC0571,DS140,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0572,DS140,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0573,DS140,BQ,Black Quarter,,,,,Due,
VC0574,DS140,LSD,Lumpy Skin Disease,,,,,Due,
VC0575,DS141,FMD,Foot-and-Mouth Disease,2026-06-08,2026-12-07,FMD-2524,Dr. V. Thorat,Completed,Every 6 months
VC0576,DS141,HS,Haemorrhagic Septicaemia,2026-06-17,2027-06-17,HS-2503,Dr. R. Deshpande,Completed,Every 12 months
VC0577,DS141,BQ,Black Quarter,2026-03-12,2027-03-12,BQ-2528,Dr. V. Thorat,Completed,Every 12 months
VC0578,DS141,Brucellosis,Brucellosis,,,,,Due,
VC0579,DS141,LSD,Lumpy Skin Disease,2025-12-07,2026-12-07,LSD-2526,Dr. A. Kulkarni,Completed,Every 12 months
VC0580,DS142,FMD,Foot-and-Mouth Disease,2026-05-18,2026-11-16,FMD-2507,Dr. A. Kulkarni,Completed,Every 6 months
VC0581,DS142,HS,Haemorrhagic Septicaemia,2026-01-20,2027-01-20,HS-2574,Dr. S. Joshi,Completed,Every 12 months
VC0582,DS142,BQ,Black Quarter,2025-11-19,2026-11-19,BQ-2573,Dr. P. Naik,Completed,Every 12 months
VC0583,DS142,LSD,Lumpy Skin Disease,2025-11-02,2026-11-02,LSD-2533,Dr. A. Kulkarni,Completed,Every 12 months
VC0584,DS143,FMD,Foot-and-Mouth Disease,2026-06-09,2026-12-08,FMD-2562,Dr. S. Joshi,Completed,Every 6 months
VC0585,DS143,HS,Haemorrhagic Septicaemia,2026-05-21,2027-05-21,HS-2515,Dr. R. Deshpande,Completed,Every 12 months
VC0586,DS143,BQ,Black Quarter,2026-03-17,2027-03-17,BQ-2546,Dr. S. Joshi,Completed,Every 12 months
VC0587,DS143,LSD,Lumpy Skin Disease,,,,,Due,
VC0588,DS144,FMD,Foot-and-Mouth Disease,2026-04-27,2026-10-26,FMD-2546,Dr. S. Joshi,Completed,Every 6 months
VC0589,DS144,HS,Haemorrhagic Septicaemia,2025-09-28,2026-09-28,HS-2597,Dr. R. Deshpande,Scheduled,Every 12 months
VC0590,DS144,BQ,Black Quarter,2026-02-09,2027-02-09,BQ-2608,Dr. S. Joshi,Completed,Every 12 months
VC0591,DS144,LSD,Lumpy Skin Disease,,,,,Due,
VC0592,DS145,FMD,Foot-and-Mouth Disease,2026-08-10,2027-02-08,FMD-2573,Dr. P. Naik,Completed,Every 6 months
VC0593,DS145,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0594,DS145,BQ,Black Quarter,2025-09-29,2026-09-29,BQ-2545,Dr. V. Thorat,Scheduled,Every 12 months
VC0595,DS145,LSD,Lumpy Skin Disease,,,,,Due,
VC0596,DS146,FMD,Foot-and-Mouth Disease,2026-07-22,2027-01-20,FMD-2610,Dr. S. Joshi,Completed,Every 6 months
VC0597,DS146,HS,Haemorrhagic Septicaemia,2026-03-10,2027-03-10,HS-2529,Dr. P. Naik,Completed,Every 12 months
VC0598,DS146,BQ,Black Quarter,2025-09-26,2026-09-26,BQ-2538,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0599,DS146,LSD,Lumpy Skin Disease,2026-06-09,2027-06-09,LSD-2523,Dr. S. Joshi,Completed,Every 12 months
VC0600,DS147,FMD,Foot-and-Mouth Disease,2026-03-31,2026-09-29,FMD-2573,Dr. V. Thorat,Scheduled,Every 6 months
VC0601,DS147,HS,Haemorrhagic Septicaemia,2026-06-15,2027-06-15,HS-2555,Dr. S. Joshi,Completed,Every 12 months
VC0602,DS147,BQ,Black Quarter,2025-11-03,2026-11-03,BQ-2557,Dr. S. Joshi,Completed,Every 12 months
VC0603,DS147,LSD,Lumpy Skin Disease,2026-03-22,2027-03-22,LSD-2609,Dr. A. Kulkarni,Completed,Every 12 months
VC0604,DS148,FMD,Foot-and-Mouth Disease,2026-04-24,2026-10-23,FMD-2510,Dr. V. Thorat,Completed,Every 6 months
VC0605,DS148,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0606,DS148,BQ,Black Quarter,2025-12-24,2026-12-24,BQ-2563,Dr. M. Sawant,Completed,Every 12 months
VC0607,DS148,LSD,Lumpy Skin Disease,2026-03-11,2027-03-11,LSD-2513,Dr. A. Kulkarni,Completed,Every 12 months
VC0608,DS149,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0609,DS149,HS,Haemorrhagic Septicaemia,2026-04-10,2027-04-10,HS-2541,Dr. P. Naik,Completed,Every 12 months
VC0610,DS149,BQ,Black Quarter,2026-01-15,2027-01-15,BQ-2595,Dr. S. Joshi,Completed,Every 12 months
VC0611,DS149,LSD,Lumpy Skin Disease,2026-03-30,2027-03-30,LSD-2596,Dr. V. Thorat,Completed,Every 12 months
VC0612,DS150,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0613,DS150,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0614,DS150,BQ,Black Quarter,2025-10-11,2026-10-11,BQ-2600,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0615,DS150,LSD,Lumpy Skin Disease,2025-10-04,2026-10-04,LSD-2535,Dr. M. Sawant,Scheduled,Every 12 months
VC0616,DS151,FMD,Foot-and-Mouth Disease,2026-07-07,2027-01-05,FMD-2531,Dr. S. Joshi,Completed,Every 6 months
VC0617,DS151,HS,Haemorrhagic Septicaemia,2026-01-27,2027-01-27,HS-2561,Dr. P. Naik,Completed,Every 12 months
VC0618,DS151,BQ,Black Quarter,2025-09-30,2026-09-30,BQ-2512,Dr. V. Thorat,Scheduled,Every 12 months
VC0619,DS151,LSD,Lumpy Skin Disease,2026-08-09,2027-08-09,LSD-2516,Dr. A. Kulkarni,Completed,Every 12 months
VC0620,DS152,FMD,Foot-and-Mouth Disease,2026-05-04,2026-11-02,FMD-2537,Dr. M. Sawant,Completed,Every 6 months
VC0621,DS152,HS,Haemorrhagic Septicaemia,2026-06-23,2027-06-23,HS-2575,Dr. M. Sawant,Completed,Every 12 months
VC0622,DS152,BQ,Black Quarter,2025-11-26,2026-11-26,BQ-2561,Dr. P. Naik,Completed,Every 12 months
VC0623,DS152,LSD,Lumpy Skin Disease,2026-07-09,2027-07-09,LSD-2515,Dr. R. Deshpande,Completed,Every 12 months
VC0624,DS153,FMD,Foot-and-Mouth Disease,2026-08-15,2027-02-13,FMD-2582,Dr. R. Deshpande,Completed,Every 6 months
VC0625,DS153,HS,Haemorrhagic Septicaemia,2026-06-15,2027-06-15,HS-2525,Dr. R. Deshpande,Completed,Every 12 months
VC0626,DS153,BQ,Black Quarter,2026-02-18,2027-02-18,BQ-2575,Dr. V. Thorat,Completed,Every 12 months
VC0627,DS153,Brucellosis,Brucellosis,2026-08-11,,Brucellosis-2544,Dr. V. Thorat,Completed,One-time (calfhood)
VC0628,DS153,LSD,Lumpy Skin Disease,,,,,Due,
VC0629,DS154,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0630,DS154,HS,Haemorrhagic Septicaemia,2026-04-29,2027-04-29,HS-2582,Dr. R. Deshpande,Completed,Every 12 months
VC0631,DS154,BQ,Black Quarter,2026-07-15,2027-07-15,BQ-2512,Dr. A. Kulkarni,Completed,Every 12 months
VC0632,DS154,LSD,Lumpy Skin Disease,2026-04-23,2027-04-23,LSD-2545,Dr. S. Joshi,Completed,Every 12 months
VC0633,DS155,FMD,Foot-and-Mouth Disease,2026-09-10,2027-03-11,FMD-2550,Dr. A. Kulkarni,Completed,Every 6 months
VC0634,DS155,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0635,DS155,BQ,Black Quarter,2026-05-26,2027-05-26,BQ-2588,Dr. S. Joshi,Completed,Every 12 months
VC0636,DS155,LSD,Lumpy Skin Disease,2026-04-14,2027-04-14,LSD-2573,Dr. M. Sawant,Completed,Every 12 months
VC0637,DS156,FMD,Foot-and-Mouth Disease,2026-08-13,2027-02-11,FMD-2588,Dr. V. Thorat,Completed,Every 6 months
VC0638,DS156,HS,Haemorrhagic Septicaemia,2026-06-22,2027-06-22,HS-2520,Dr. V. Thorat,Completed,Every 12 months
VC0639,DS156,BQ,Black Quarter,2026-03-03,2027-03-03,BQ-2588,Dr. S. Joshi,Completed,Every 12 months
VC0640,DS156,LSD,Lumpy Skin Disease,2026-01-01,2027-01-01,LSD-2532,Dr. S. Joshi,Completed,Every 12 months
VC0641,DS157,FMD,Foot-and-Mouth Disease,2026-08-09,2027-02-07,FMD-2503,Dr. S. Joshi,Completed,Every 6 months
VC0642,DS157,HS,Haemorrhagic Septicaemia,2025-10-21,2026-10-21,HS-2571,Dr. V. Thorat,Scheduled,Every 12 months
VC0643,DS157,BQ,Black Quarter,2025-12-15,2026-12-15,BQ-2556,Dr. M. Sawant,Completed,Every 12 months
VC0644,DS157,LSD,Lumpy Skin Disease,2026-08-24,2027-08-24,LSD-2504,Dr. R. Deshpande,Completed,Every 12 months
VC0645,DS158,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0646,DS158,HS,Haemorrhagic Septicaemia,2026-07-08,2027-07-08,HS-2569,Dr. M. Sawant,Completed,Every 12 months
VC0647,DS158,BQ,Black Quarter,2026-06-13,2027-06-13,BQ-2567,Dr. R. Deshpande,Completed,Every 12 months
VC0648,DS158,Brucellosis,Brucellosis,2026-06-10,,Brucellosis-2536,Dr. M. Sawant,Completed,One-time (calfhood)
VC0649,DS158,LSD,Lumpy Skin Disease,2026-08-24,2027-08-24,LSD-2580,Dr. A. Kulkarni,Completed,Every 12 months
VC0650,DS159,FMD,Foot-and-Mouth Disease,2026-06-05,2026-12-04,FMD-2580,Dr. P. Naik,Completed,Every 6 months
VC0651,DS159,HS,Haemorrhagic Septicaemia,2025-12-09,2026-12-09,HS-2512,Dr. R. Deshpande,Completed,Every 12 months
VC0652,DS159,BQ,Black Quarter,2026-04-02,2027-04-02,BQ-2538,Dr. V. Thorat,Completed,Every 12 months
VC0653,DS159,LSD,Lumpy Skin Disease,,,,,Due,
VC0654,DS160,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0655,DS160,HS,Haemorrhagic Septicaemia,2026-07-01,2027-07-01,HS-2606,Dr. A. Kulkarni,Completed,Every 12 months
VC0656,DS160,BQ,Black Quarter,2026-01-03,2027-01-03,BQ-2537,Dr. R. Deshpande,Completed,Every 12 months
VC0657,DS160,LSD,Lumpy Skin Disease,2025-11-24,2026-11-24,LSD-2610,Dr. M. Sawant,Completed,Every 12 months
VC0658,DS161,FMD,Foot-and-Mouth Disease,2026-03-30,2026-09-28,FMD-2526,Dr. S. Joshi,Scheduled,Every 6 months
VC0659,DS161,HS,Haemorrhagic Septicaemia,2026-05-26,2027-05-26,HS-2547,Dr. R. Deshpande,Completed,Every 12 months
VC0660,DS161,BQ,Black Quarter,,,,,Due,
VC0661,DS161,LSD,Lumpy Skin Disease,2026-04-29,2027-04-29,LSD-2504,Dr. R. Deshpande,Completed,Every 12 months
VC0662,DS162,FMD,Foot-and-Mouth Disease,2026-08-08,2027-02-06,FMD-2583,Dr. P. Naik,Completed,Every 6 months
VC0663,DS162,HS,Haemorrhagic Septicaemia,2025-10-19,2026-10-19,HS-2518,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0664,DS162,BQ,Black Quarter,2026-06-20,2027-06-20,BQ-2571,Dr. M. Sawant,Completed,Every 12 months
VC0665,DS162,LSD,Lumpy Skin Disease,2025-10-10,2026-10-10,LSD-2563,Dr. P. Naik,Scheduled,Every 12 months
VC0666,DS163,FMD,Foot-and-Mouth Disease,2026-07-09,2027-01-07,FMD-2608,Dr. M. Sawant,Completed,Every 6 months
VC0667,DS163,HS,Haemorrhagic Septicaemia,2026-08-23,2027-08-23,HS-2519,Dr. V. Thorat,Completed,Every 12 months
VC0668,DS163,BQ,Black Quarter,,,,,Due,
VC0669,DS163,LSD,Lumpy Skin Disease,2026-08-18,2027-08-18,LSD-2584,Dr. A. Kulkarni,Completed,Every 12 months
VC0670,DS164,FMD,Foot-and-Mouth Disease,2026-04-28,2026-10-27,FMD-2533,Dr. M. Sawant,Completed,Every 6 months
VC0671,DS164,HS,Haemorrhagic Septicaemia,2026-03-21,2027-03-21,HS-2545,Dr. V. Thorat,Completed,Every 12 months
VC0672,DS164,BQ,Black Quarter,2025-10-19,2026-10-19,BQ-2551,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0673,DS164,LSD,Lumpy Skin Disease,,,,,Due,
VC0674,DS165,FMD,Foot-and-Mouth Disease,2026-08-16,2027-02-14,FMD-2568,Dr. P. Naik,Completed,Every 6 months
VC0675,DS165,HS,Haemorrhagic Septicaemia,2026-06-20,2027-06-20,HS-2606,Dr. R. Deshpande,Completed,Every 12 months
VC0676,DS165,BQ,Black Quarter,2026-05-27,2027-05-27,BQ-2599,Dr. S. Joshi,Completed,Every 12 months
VC0677,DS165,LSD,Lumpy Skin Disease,,,,,Due,
VC0678,DS166,FMD,Foot-and-Mouth Disease,2026-04-10,2026-10-09,FMD-2576,Dr. V. Thorat,Scheduled,Every 6 months
VC0679,DS166,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0680,DS166,BQ,Black Quarter,2026-03-13,2027-03-13,BQ-2582,Dr. V. Thorat,Completed,Every 12 months
VC0681,DS166,LSD,Lumpy Skin Disease,2026-06-12,2027-06-12,LSD-2589,Dr. A. Kulkarni,Completed,Every 12 months
VC0682,DS167,FMD,Foot-and-Mouth Disease,2026-03-29,2026-09-27,FMD-2515,Dr. M. Sawant,Scheduled,Every 6 months
VC0683,DS167,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0684,DS167,BQ,Black Quarter,2026-05-25,2027-05-25,BQ-2590,Dr. P. Naik,Completed,Every 12 months
VC0685,DS167,LSD,Lumpy Skin Disease,2026-01-24,2027-01-24,LSD-2573,Dr. V. Thorat,Completed,Every 12 months
VC0686,DS168,FMD,Foot-and-Mouth Disease,2026-04-19,2026-10-18,FMD-2565,Dr. P. Naik,Scheduled,Every 6 months
VC0687,DS168,HS,Haemorrhagic Septicaemia,2025-10-19,2026-10-19,HS-2528,Dr. R. Deshpande,Scheduled,Every 12 months
VC0688,DS168,BQ,Black Quarter,2026-06-21,2027-06-21,BQ-2561,Dr. S. Joshi,Completed,Every 12 months
VC0689,DS168,Brucellosis,Brucellosis,2025-08-28,,Brucellosis-2590,Dr. V. Thorat,Completed,One-time (calfhood)
